,MK887363.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A1_EveS,MK887364.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A2_EveS,MK887365.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A5_EveS,MK887366.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A7_EveS,MK887367.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A10_EveS,MK887368.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A12_EveS,MK887443.1_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L2_EveS,MK887444.1_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L3_EveS,MK887445.1_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L6_EveS,MK887446.1_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L7_EveS,MK887447.1_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L8_EveS,MK887448.1_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L9_EveS,MK887511.1_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb9_EveS,MK887512.1_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb14_EveS,MK887513.1_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb15_EveS,MK887514.1_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb16_EveS,MK887515.1_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb18_EveS,MK887516.1_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb19_EveS,MK887559.1_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB1_EveE,MK887560.1_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB2_EveE,MK887561.1_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB3_EveE,MK887562.1_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB4_EveE,MK887563.1_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB5_EveE,MK887564.1_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB6_EveE,MK887427.1_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D1_EveE,MK887428.1_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D2_EveE,MK887429.1_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D3_EveE,MK887430.1_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D4_EveE,MK887431.1_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D5_EveE,MK887432.1_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D6_EveE,MK887545.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN1_EveE,MK887546.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN2_EveE,MK887547.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN3_EveE,MK887548.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN4_EveE,MK887549.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN5_EveE,MK887550.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN6_EveE,MK887455.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y4_EveW,MK887456.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y9_EveW,MK887457.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y11_EveW,MK887458.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y12_EveW,MK887459.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y13_EveW,MK887460.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y14_EveW,MK887416.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU7_EveW,MK887417.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU8_EveW,MK887418.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU9_EveW,MK887419.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU10_EveW,MK887420.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU11_EveW,MK887421.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU12_EveW,MK887374.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B1_EveW,MK887375.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B2_EveW,MK887378.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B5_EveW,MK887379.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B6_EveW,MK887380.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B7_EveW,MK887381.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B8_EveW
MK887548.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN4_EveE,0.1125444208,0.1125444208,0.1185570711,0.1155357143,0.1125444208,0.1125444208,0.1185570711,0.1152031621,0.1185570711,0.1125444208,0.1185570711,0.1125444208,0.1125444208,0.1125444208,0.1125444208,0.1178797118,0.1125444208,0.1125444208,0.0106157113,0.0172043011,0.0106157113,0.0127931770,0.0084566596,0.0084566596,0.0309050773,0.0106157113,0.0332594235,0.0127931770,0.0149892934,0.0063157895,0.0149892934,0.0127121473,0.0127931770,,,,,,,,,,,,,,,,,,,,,
MK887549.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN5_EveE,0.1125444208,0.1125444208,0.1185570711,0.1155357143,0.1125444208,0.1125444208,0.1185570711,0.1152031621,0.1185570711,0.1125444208,0.1185570711,0.1125444208,0.1125444208,0.1125444208,0.1125444208,0.1178797118,0.1125444208,0.1125444208,0.0041928721,0.0106157113,0.0084566596,0.0063157895,0.0020876827,0.0063157895,0.0332594235,0.0041928721,0.0356347439,0.0063157895,0.0084566596,0.0041928721,0.0084566596,0.0105530957,0.0063157895,0.0106157113,,,,,,,,,,,,,,,,,,,,
MK887550.1_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN6_EveE,0.1122267322,0.1122267322,0.1182094309,0.1152031621,0.1122267322,0.1122267322,0.1182094309,0.1148884182,0.1182094309,0.1122267322,0.1182094309,0.1122267322,0.1122267322,0.1122267322,0.1122267322,0.1175679954,0.1122267322,0.1122267322,0.0062959422,0.0127459690,0.0105777396,0.0084278076,0.0041819166,0.0041819166,0.0354882858,0.0062959422,0.0378741985,0.0084278076,0.0105777396,0.0020855080,0.0105777396,0.0084099956,0.0084278076,0.0084278076,0.0062959422,,,,,,,,,,,,,,,,,,,
MK887455.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y4_EveW,0.1246918057,0.1246918057,0.1185570711,0.1278061224,0.1246918057,0.1246918057,0.1185570711,0.1243132981,0.1185570711,0.1246918057,0.1216089466,0.1246918057,0.1246918057,0.1246918057,0.1246918057,0.1209010685,0.1246918057,0.1246918057,0.1392644004,0.1424926966,0.1329068860,0.1424926966,0.1360693000,0.1360693000,0.1175679954,0.1392644004,0.1145915655,0.1424926966,0.1457547088,0.1329068860,0.1392644004,0.1384766471,0.1329068860,0.1297766595,0.1392644004,0.1356823266,,,,,,,,,,,,,,,,,,
MK887456.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y9_EveW,0.1216089466,0.1216089466,0.1155357143,0.1246918057,0.1216089466,0.1216089466,0.1155357143,0.1212459895,0.1155357143,0.1216089466,0.1185570711,0.1216089466,0.1216089466,0.1216089466,0.1216089466,0.1178797118,0.1216089466,0.1216089466,0.1360693000,0.1392644004,0.1297766595,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1058369318,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1297766595,0.1266781314,0.1360693000,0.1325360681,0.0063157895,,,,,,,,,,,,,,,,,
MK887457.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y11_EveW,0.1216089466,0.1216089466,0.1155357143,0.1246918057,0.1216089466,0.1216089466,0.1155357143,0.1212459895,0.1155357143,0.1216089466,0.1185570711,0.1216089466,0.1216089466,0.1216089466,0.1216089466,0.1178797118,0.1216089466,0.1216089466,0.1360693000,0.1392644004,0.1297766595,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1297766595,0.1266781314,0.1360693000,0.1325360681,0.0020876827,0.0041928721,,,,,,,,,,,,,,,,
MK887458.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y12_EveW,0.1216089466,0.1216089466,0.1155357143,0.1246918057,0.1216089466,0.1216089466,0.1155357143,0.1212459895,0.1155357143,0.1216089466,0.1185570711,0.1216089466,0.1216089466,0.1216089466,0.1216089466,0.1178797118,0.1216089466,0.1216089466,0.1360693000,0.1392644004,0.1297766595,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1297766595,0.1266781314,0.1360693000,0.1325360681,0.0020876827,0.0041928721,0.0000000000,,,,,,,,,,,,,,,
MK887459.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y13_EveW,0.1216089466,0.1216089466,0.1216089466,0.1246918057,0.1216089466,0.1216089466,0.1216089466,0.1274118262,0.1216089466,0.1216089466,0.1246918057,0.1216089466,0.1216089466,0.1216089466,0.1216089466,0.1209010685,0.1216089466,0.1216089466,0.1360693000,0.1392644004,0.1297766595,0.1392644004,0.1329068860,0.1329068860,0.1205742642,0.1360693000,0.1175679954,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1297766595,0.1205742642,0.1360693000,0.1325360681,0.0063157895,0.0084566596,0.0041928721,0.0041928721,,,,,,,,,,,,,,
MK887460.1_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y14_EveW,0.1185570711,0.1185570711,0.1125444208,0.1216089466,0.1185570711,0.1185570711,0.1125444208,0.1182094309,0.1125444208,0.1185570711,0.1155357143,0.1185570711,0.1185570711,0.1185570711,0.1185570711,0.1148884182,0.1185570711,0.1185570711,0.1329068860,0.1360693000,0.1266781314,0.1360693000,0.1297766595,0.1297766595,0.1116445324,0.1329068860,0.1145915655,0.1360693000,0.1392644004,0.1266781314,0.1329068860,0.1321840066,0.1266781314,0.1236108228,0.1329068860,0.1294217513,0.0041928721,0.0063157895,0.0020876827,0.0020876827,0.0063157895,,,,,,,,,,,,,
MK887416.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU7_EveW,0.1278061224,0.1278061224,0.1216089466,0.1309523810,0.1278061224,0.1278061224,0.1216089466,0.1274118262,0.1216089466,0.1278061224,0.1246918057,0.1278061224,0.1278061224,0.1278061224,0.1278061224,0.1239529441,0.1278061224,0.1278061224,0.1360693000,0.1392644004,0.1360693000,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1360693000,0.1266781314,0.1360693000,0.1325360681,0.0063157895,0.0084566596,0.0041928721,0.0041928721,0.0084566596,0.0063157895,,,,,,,,,,,,
MK887417.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU8_EveW,0.1278061224,0.1278061224,0.1216089466,0.1309523810,0.1278061224,0.1278061224,0.1216089466,0.1274118262,0.1216089466,0.1278061224,0.1246918057,0.1278061224,0.1278061224,0.1278061224,0.1278061224,0.1239529441,0.1278061224,0.1278061224,0.1360693000,0.1392644004,0.1360693000,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1360693000,0.1266781314,0.1360693000,0.1325360681,0.0063157895,0.0084566596,0.0041928721,0.0041928721,0.0084566596,0.0063157895,0.0000000000,,,,,,,,,,,
MK887418.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU9_EveW,0.1278061224,0.1278061224,0.1216089466,0.1309523810,0.1278061224,0.1278061224,0.1216089466,0.1274118262,0.1216089466,0.1278061224,0.1246918057,0.1278061224,0.1278061224,0.1278061224,0.1278061224,0.1239529441,0.1278061224,0.1278061224,0.1360693000,0.1392644004,0.1360693000,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1360693000,0.1266781314,0.1360693000,0.1325360681,0.0063157895,0.0084566596,0.0041928721,0.0041928721,0.0084566596,0.0063157895,0.0000000000,0.0000000000,,,,,,,,,,
MK887419.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU10_EveW,0.1278061224,0.1278061224,0.1216089466,0.1309523810,0.1278061224,0.1278061224,0.1216089466,0.1274118262,0.1216089466,0.1278061224,0.1246918057,0.1278061224,0.1278061224,0.1278061224,0.1278061224,0.1239529441,0.1278061224,0.1278061224,0.1360693000,0.1392644004,0.1360693000,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1360693000,0.1266781314,0.1360693000,0.1325360681,0.0063157895,0.0084566596,0.0041928721,0.0041928721,0.0084566596,0.0063157895,0.0000000000,0.0000000000,0.0000000000,,,,,,,,,
MK887420.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU11_EveW,0.1278061224,0.1278061224,0.1216089466,0.1309523810,0.1278061224,0.1278061224,0.1216089466,0.1274118262,0.1216089466,0.1278061224,0.1246918057,0.1278061224,0.1278061224,0.1278061224,0.1278061224,0.1239529441,0.1278061224,0.1278061224,0.1360693000,0.1392644004,0.1360693000,0.1392644004,0.1329068860,0.1329068860,0.1145915655,0.1360693000,0.1116445324,0.1392644004,0.1424926966,0.1297766595,0.1360693000,0.1353142332,0.1360693000,0.1266781314,0.1360693000,0.1325360681,0.0063157895,0.0084566596,0.0041928721,0.0041928721,0.0084566596,0.0063157895,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,,,,,,,
MK887421.1_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU12_EveW,0.1246918057,0.1246918057,0.1185570711,0.1278061224,0.1246918057,0.1246918057,0.1185570711,0.1243132981,0.1185570711,0.1246918057,0.1216089466,0.1246918057,0.1246918057,0.1246918057,0.1246918057,0.1209010685,0.1246918057,0.1246918057,0.1329068860,0.1360693000,0.1329068860,0.1360693000,0.1297766595,0.1297766595,0.1116445324,0.1329068860,0.1145915655,0.1360693000,0.1392644004,0.1266781314,0.1329068860,0.1321840066,0.1329068860,0.1236108228,0.1329068860,0.1294217513,0.0084566596,0.0106157113,0.0063157895,0.0063157895,0.0106157113,0.0041928721,0.0020876827,0.0020876827,0.0020876827,0.0020876827,0.0020876827,,,,,,,
MK887374.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B1_EveW,0.1373427091,0.1373427091,0.1309523810,0.1405877976,0.1373427091,0.1373427091,0.1309523810,0.1368995671,0.1309523810,0.1373427091,0.1341310751,0.1373427091,0.1373427091,0.1373427091,0.1373427091,0.1332963784,0.1373427091,0.1373427091,0.1457547088,0.1490509677,0.1392644004,0.1490509677,0.1424926966,0.1424926966,0.1297766595,0.1457547088,0.1266781314,0.1490509677,0.1523820157,0.1392644004,0.1457547088,0.1449000438,0.1392644004,0.1424926966,0.1457547088,0.1420726548,0.0127931770,0.0149892934,0.0106157113,0.0106157113,0.0149892934,0.0127931770,0.0106157113,0.0106157113,0.0106157113,0.0106157113,0.0106157113,0.0127931770,,,,,,
MK887375.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B2_EveW,0.1341310751,0.1341310751,0.1278061224,0.1373427091,0.1341310751,0.1341310751,0.1278061224,0.1337044667,0.1278061224,0.1341310751,0.1309523810,0.1341310751,0.1341310751,0.1341310751,0.1341310751,0.1301501199,0.1341310751,0.1341310751,0.1490509677,0.1523820157,0.1424926966,0.1523820157,0.1457547088,0.1457547088,0.1266781314,0.1490509677,0.1236108228,0.1523820157,0.1557484064,0.1424926966,0.1490509677,0.1481620559,0.1424926966,0.1392644004,0.1490509677,0.1453177433,0.0106157113,0.0127931770,0.0084566596,0.0084566596,0.0127931770,0.0106157113,0.0084566596,0.0084566596,0.0084566596,0.0084566596,0.0084566596,0.0106157113,0.0020876827,,,,,
MK887378.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B5_EveW,0.1341310751,0.1341310751,0.1278061224,0.1373427091,0.1341310751,0.1341310751,0.1278061224,0.1337044667,0.1278061224,0.1341310751,0.1309523810,0.1341310751,0.1341310751,0.1341310751,0.1341310751,0.1301501199,0.1341310751,0.1341310751,0.1490509677,0.1523820157,0.1424926966,0.1523820157,0.1457547088,0.1457547088,0.1266781314,0.1490509677,0.1236108228,0.1523820157,0.1557484064,0.1424926966,0.1490509677,0.1481620559,0.1424926966,0.1392644004,0.1490509677,0.1453177433,0.0106157113,0.0127931770,0.0084566596,0.0084566596,0.0127931770,0.0106157113,0.0084566596,0.0084566596,0.0084566596,0.0084566596,0.0084566596,0.0106157113,0.0020876827,0.0000000000,,,,
MK887379.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B6_EveW,0.1246918057,0.1246918057,0.1185570711,0.1278061224,0.1246918057,0.1246918057,0.1185570711,0.1243132981,0.1185570711,0.1246918057,0.1216089466,0.1246918057,0.1246918057,0.1246918057,0.1246918057,0.1209010685,0.1246918057,0.1246918057,0.1392644004,0.1424926966,0.1329068860,0.1424926966,0.1360693000,0.1360693000,0.1175679954,0.1392644004,0.1205742642,0.1424926966,0.1457547088,0.1329068860,0.1392644004,0.1384766471,0.1329068860,0.1297766595,0.1392644004,0.1356823266,0.0172043011,0.0194384449,0.0149892934,0.0149892934,0.0194384449,0.0127931770,0.0149892934,0.0149892934,0.0149892934,0.0149892934,0.0149892934,0.0127931770,0.0084566596,0.0063157895,0.0063157895,,,
MK887380.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B7_EveW,0.1341310751,0.1341310751,0.1278061224,0.1373427091,0.1341310751,0.1341310751,0.1278061224,0.1337044667,0.1278061224,0.1341310751,0.1309523810,0.1341310751,0.1341310751,0.1341310751,0.1341310751,0.1301501199,0.1341310751,0.1341310751,0.1523820157,0.1557484064,0.1457547088,0.1557484064,0.1490509677,0.1490509677,0.1297766595,0.1523820157,0.1266781314,0.1557484064,0.1591507053,0.1457547088,0.1523820157,0.1514583149,0.1457547088,0.1424926966,0.1523820157,0.1485968118,0.0127931770,0.0149892934,0.0106157113,0.0106157113,0.0149892934,0.0127931770,0.0106157113,0.0106157113,0.0106157113,0.0106157113,0.0106157113,0.0127931770,0.0041928721,0.0020876827,0.0020876827,0.0084566596,,
MK887381.1_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B8_EveW,0.1246918057,0.1246918057,0.1185570711,0.1278061224,0.1246918057,0.1246918057,0.1185570711,0.1243132981,0.1185570711,0.1246918057,0.1216089466,0.1246918057,0.1246918057,0.1246918057,0.1246918057,0.1209010685,0.1246918057,0.1246918057,0.1392644004,0.1424926966,0.1329068860,0.1424926966,0.1360693000,0.1360693000,0.1175679954,0.1392644004,0.1205742642,0.1424926966,0.1457547088,0.1329068860,0.1392644004,0.1384766471,0.1329068860,0.1297766595,0.1392644004,0.1356823266,0.0172043011,0.0194384449,0.0149892934,0.0149892934,0.0194384449,0.0127931770,0.0149892934,0.0149892934,0.0149892934,0.0149892934,0.0149892934,0.0127931770,0.0084566596,0.0063157895,0.0063157895,0.0000000000,0.0084566596,
